200
5
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100 101 102 103 104 105 106 107 108 109 110 111 112 113 114 115 116 117 118 119 120 121 122 123 124 125 126 127 128 129 130 131 132 133 134 135 136 137 138 139 140 141 142 143 144 145 146 147 148 149 150 151 152 153 154 155 156 157 158 159 160 161 162 163 164 165 166 167 168 169 170 171 172 173 174 175 176 177 178 179 180 181 182 183 184 185 186 187 188 189 190 191 192 193 194 195 196 197 198 199 
x x x x x 103.07131 82.47879 92.31468 x 37.59393 73.47227 92.75929 128.87259 67.96436 54.19625 84.66878 72.48667 x 143.05729 89.55693 x 93.63149 x x x 91.99596 x 66.67807 52.97487 86.23454 x x x 73.01075 72.72421 105.19394 69.14901 x 103.19943 45.24374 x 75.01407 x x x x 23.00834 87.40471 37.11506 x x 86.35537 x 96.84281 85.47953 130.47902 x x x 128.39284 126.21936 x 137.59649 x 21.23717 x x 104.536 11.91035 x 115.09158 96.2166 x 79.87847 88.41802 x x 117.41193 137.74664 x 131.61839 x x 115.23119 x x 25.4576 x 110.84638 x x 98.1834 x x x x x x x 34.7466 70.38779 x x 50.93169 x 59.99018 x x 137.77667 x x x x x x x x x x x x x 108.53134 92.77881 x x x 58.89361 113.36864 x x x x x 39.30961 60.88728 x 101.32911 x x x 64.73598 x x 59.31974 34.01704 x x 74.42111 x x x x x x 103.06506 x 26.26709 x x 36.80369 x 97.67145 x x x x x x x x 71.03379 81.44314 x x x x x x 49.05189 x x 102.47501 x x 74.49925 130.96294 x x x x x x x x x x x x x 
133.68884 x x x x 86.50028 37.10072 99.36788 130.84541 101.23046 62.47967 28.20358 x x 62.29141 54.05354 x 114.38606 92.7 x x 30.19465 122.94547 67.4527 x x 42.37231 x x 117.71917 x 74.25804 98.59927 136.74762 x x x 104.79264 x 103.03311 x x x 104.40335 76.3035 x x x x x x 95.13544 20.35317 51.50982 x x x x x x 65.81 x 76.51733 x 43.51754 x x x x x x 66.54629 57.96596 144.26939 69.77382 96.55041 x 54.67283 x x 66.92808 85.55186 x x x x x x 49.73236 x x x 49.3968 124.10466 x x x 64.56378 121.82841 x x x 6.30292 x 72.80915 x 140.22339 x 84.8349 129.73533 x x x 87.39816 x x x x x 27.63639 x 65.76102 x 156.94153 x x x x x x x x x x x x x 46.79575 x 118.03996 64.73598 x x x 119.68419 x x 91.76976 x 132.44823 x x x x x 50.85445 x x x 59.21852 43.63101 x x x x x x 53.96413 27.3242 x x x x 66.29176 x x x x 13.53674 x x 67.42634 x x x x x 129.24263 50.29464 51.8634 x x x x x 142.45846 37.29569 x x x 
79.89336 x 117.25529 x x x 69.8889 144.6767 160.01897 60.56947 x x 169.43159 116.99352 103.87099 122.97815 41.68949 70.89657 171.68675 x x 107.79604 x x x 77.4586 x 94.00475 62.76296 140.78512 13.1331 x 176.7345 105.73773 126.72405 x x x x 47.29485 x x 145.84471 x 154.59221 x x x x x x x x x 126.84383 x 132.34353 x 28.07938 x x x 154.14009 x x x 67.87102 67.34313 x 107.13834 x 135.96265 125.33496 x x x x x x x x 131.12185 99.31293 169.87047 114.10266 x x 109.71396 105.66292 165.75553 x 70.91362 41.25181 x x x x 59.82053 x 69.563 15.88583 145.97521 85.57156 x 33.35632 x 152.77282 x 164.08711 107.58195 17.39235 140.59486 166.9977 x x x 91.16591 x x 105.50115 x x x x 81.93423 x x 70.8128 x 112.44367 170.61513 x x 158.79604 x x x x x x x x x x 102.33772 x x x x 104.44316 x x x x x x x x x x 37.17343 146.80397 x x x x 71.08105 x x x x x x 141.22023 x 123.67552 x x x x x 23.72931 x 126.12342 170.93085 x x 153.26829 x x x x x 154.68212 x x x x x x 
x 99.43889 60.85411 x 42.76684 x 102.4738 80.93995 x 35.95183 71.16941 108.24386 127.36485 46.33838 x 87.04339 x x 147.9482 73.83565 x 106.78896 43.2216 x 113.97462 111.93567 90.01176 x x 67.66979 x x x 57.33687 58.80866 x 75.96141 x x x 31.20149 x x 41.39019 x 75.05987 x x 42.07608 126.54686 x 75.02146 x 102.57775 85.64388 114.33046 x x x 126.84917 136.41471 x 147.90269 71.04233 x 99.52534 x 126.19228 x 102.80968 x x x 65.81201 86.2781 x x 134.38699 x x 145.74674 x x 97.66074 x x 21.65247 90.70645 x 152.50812 x 119.38337 x x x 78.44029 102.6498 113.71663 122.65788 x 89.89527 x x 67.10708 x x 78.93856 x 143.95858 49.64204 x x x 160.07619 x 54.87381 x x 38.79867 x 120.08715 x x x 43.02285 x x x 130.78474 48.72854 x 99.30514 55.79191 x x x 138.41947 x 68.18187 96.80248 x x x x x 38.01119 x 109.17922 x 52.67765 x x x 72.66293 131.81319 x x 47.17333 x x x x x x x x x x 103.77793 x x 69.97785 x x x x x 87.39703 x x 112.85892 x x x x x x 79.8968 x x 94.35327 x x x x x 116.8667 121.68537 x x 
x x x x 82.26102 158.49615 141.67869 94.20751 x 44.12219 99.25961 147.72602 152.61734 20.89359 78.24908 118.69343 130.30046 40.91669 179.9082 x x 145.45832 x x x x x 29.88141 x x x x x 23.51672 x 155.73529 111.76071 x x 62.63232 x 66.71662 x x 161.65372 94.16333 x 139.91724 x x x x x x x 112.48144 x x x 152.07707 173.07151 x 184.50394 x 78.62987 x 49.54208 x 47.72094 141.20035 x 126.07225 x 33.89805 113.15927 x x 174.11752 x x 184.59063 88.51371 43.57155 92.93747 62.47569 x x x 168.28246 x x x 124.56155 x x x x 150.41011 136.88742 x x x 122.49934 x x 102.38374 x x x x x x x x x 34.53728 x x x 127.73193 150.33302 x x x 80.02269 x 134.0932 x x 69.48242 x x 84.38951 x x x x x 99.49096 x 59.31974 119.68419 102.33772 x x 52.8132 x 138.87872 x x x x x 103.61862 x x x 80.87425 x x x x x x x x 115.38317 109.4648 142.4808 44.91029 x x x x x x 40.88326 x x x x x 62.15439 x 173.48055 x x x x x x 13.7746 x x x 136.94694 156.11976 x x x 
38.31915 137.44918 97.50152 4.58723 x 109.51732 x 118.93427 123.14521 x 105.82687 122.46223 x x 85.20642 x x x 177.06188 69.44133 x 125.26359 56.3925 x x x x 43.70543 19.42542 x x x x x 96.73714 x x x x x x 41.14582 x x x 112.56356 23.33349 x x 118.75152 x 113.00483 106.43557 x 118.77575 151.05357 125.16671 x 25.14231 x 159.10644 174.94933 170.36648 x x x x x 32.77304 122.47952 144.40063 x 151.87883 x x x x 144.74537 168.46127 x 161.96102 107.85963 x 133.44733 69.95382 167.83471 x 115.79247 x 177.86998 x x 81.40971 118.8036 x x x 105.64433 x 20.21776 65.46275 x x 37.70611 x x x 49.10438 x x x x x x x x 74.77778 119.0388 21.94155 113.86815 x x 121.27172 x x x x 26.43349 x x 160.95349 x x x x x 169.21402 x x x 34.01704 x x 38.01119 52.8132 x x 87.33194 x 53.3743 x 148.83089 x x x x x x x x 57.40996 130.03148 x 108.38405 x x x x x 26.38047 x x x x x x 90.52991 x x x x x x x 173.33438 94.94274 x x x x x x x x x x x x x x 
170.73021 x 79.11338 x 128.1511 x x 50.42275 x x x 167.19238 x 94.86129 x 104.36029 x x 140.55926 x 46.75007 155.78133 114.0866 x x x x 145.10011 x 52.21048 x 179.50435 174.09255 135.86502 x 236.0645 118.64062 x x 167.49288 128.52376 x 46.60399 79.76587 129.69155 64.43773 131.3738 x x 220.29285 129.05804 54.74974 135.69032 121.98769 95.61381 4.0345 x 185.43083 x 96.51526 160.06438 143.17679 168.23477 122.46489 x 196.59709 161.58042 x x x x x x x 86.39369 x x x 188.00736 121.25468 x 64.28571 157.99751 x x x x x x x x 210.02304 x x x x 180.18484 x x 136.80628 204.18497 70.15595 x x 157.13722 x 60.0334 x x 121.65034 x x x x x x x x x 134.33526 x x x x x x 50.27262 x x x x x x x 164.67517 x x x 97.9179 x x x x x x x x x x x x x 166.92436 x x x x x x x x x x x x x x x x x x x x 175.40995 x x x x x x x 165.00169 x x x x x x x x x x x x 100.86562 x x x x x 
x 191.54984 145.11631 x 93.8105 x 66.87928 173.84119 193.12008 96.7925 143.86196 x 188.60195 153.22658 x x x 106.38968 182.64183 x x 114.82919 142.61145 x 218.64239 70.62509 133.46694 x 97.10811 x x x 180.80345 141.67735 x 16.90576 x 107.22834 x x 91.81981 x 179.32517 x 167.43015 162.16363 102.03169 109.3252 85.09007 x x x 112.01408 x 148.55416 x x 156.11794 x 188.26861 149.76163 x x x x x 102.35686 x 99.1379 115.89087 x x x 143.19966 155.57617 x x 108.91889 x x 135.6975 x 133.49856 202.6655 146.31791 x x 124.64219 x x x x 42.51898 x x x 77.04541 42.57126 x 106.09865 x 181.7233 x x 69.26093 x x 53.12841 x x x x 193.21727 x 26.83169 x x x x x x x x 137.35673 108.80407 47.81042 206.45561 x x x 190.92044 x x x x x x x x x x 91.76976 x 109.17922 138.87872 87.33194 x x x x x x x 36.51972 x x x x 180.64508 x 60.32852 171.83304 x x x x 84.32281 140.12472 x x x x x x 171.05494 x x x 84.50015 x 215.21328 x x x 183.90419 x x 187.10268 x 79.99678 172.72308 x x x x x x x 50.19024 x 
x 146.542 x 45.69059 x x 153.45507 130.12356 118.6981 x 131.19896 167.17751 x 56.05748 x 148.88903 x x 210.12343 21.88075 x 167.63559 x 82.82335 143.01175 x 152.57682 8.21874 36.79032 100.21829 x x x 15.67704 106.55909 149.82823 x x 139.73581 x 90.53226 x x x x 129.03438 x x 50.39921 x 151.46518 x x x 146.58163 x x x 70.94553 x 198.68118 208.90189 210.1613 133.46705 x 142.52122 x 164.97064 65.8389 x 189.50109 x x x x 97.16376 122.51323 x x x x 123.4636 x 128.43187 x x x x x x x 164.22904 x x 191.64545 x x x 172.96616 x 111.6428 x x x x 128.96725 x x x 29.2818 108.80389 x x x x 69.21683 103.42033 x x x x x x x x 88.27937 x x x 103.34441 183.65876 146.28709 x x x x x x x x 74.42111 x x x x x x x x x x x x x x x x x x x x x x 155.00909 x x x x x x x x x x x x x 114.11819 x x x x x x x x x x 92.23215 87.8792 x x x 132.79003 x x 176.43718 x x x 
x 127.78645 x 48.83058 95.32543 x x 111.95066 x 43.87989 116.52797 160.64714 x 36.13636 x 135.49816 x 35.55631 196.82148 x 112.6397 159.4654 17.4654 70.55848 122.8966 x 140.71266 15.9697 47.36994 80.51432 x x x x x x x 33.88668 121.202 x x 55.29832 x x 178.44983 111.99488 x x x x 140.92803 x 136.83602 x x x x 210.50376 77.77961 x 188.45919 195.96525 x x x x x 167.80826 x x x x 190.3494 x x x x x x x x x 27.19586 x x x 72.92918 142.55621 179.93243 x x x 131.60828 x 183.52737 x 152.94489 x x x x x 135.7892 x x x 73.74617 x x x x 196.83118 141.50333 x x x x x x x x 68.72346 x x x x 151.68014 42.1941 x x x 145.74921 87.56286 x 62.47417 x x 170.4765 x x x 132.44823 104.44316 52.67765 x 53.3743 x x x x x 161.15445 133.40861 x 176.83116 x x 87.03618 x 171.32023 x x 150.60297 161.73776 x 89.41073 x 126.33401 156.45512 36.77158 x 52.95944 x x x x x x x x x 87.28729 x x x x 130.48352 x x x 133.31515 x 57.1466 x x 153.85054 x 155.16301 x x 
x x 113.18566 x x x 71.1567 140.34888 x x x 99.38952 x 111.78462 99.7812 120.10967 x x 170.00286 x 143.35826 107.04593 x x x 79.09766 114.04711 89.2729 58.4649 x x x x x x x x x 151.07243 42.9675 x x x 110.27024 x x x 100.62211 44.3152 x x x x x 123.70226 180.12509 129.31017 x 23.86421 166.12526 x x x x x x 63.50718 x x 106.13339 x x x x x x x 115.2523 x x x 126.89723 x 165.01121 x x 74.1777 107.73203 106.75925 x x x 42.9875 x x 111.314 78.31835 63.10727 176.95464 64.42982 x x x x x 93.3044 x x 162.59794 x 18.39204 x x x x x 87.10914 x 30.57811 103.71401 x x x x x 23.85902 x x 109.92561 x x x x x 38.12417 x x 91.32974 x x x x x x x x x x x x x x 63.40615 x x x 192.83393 x x x x x x x x x x 114.97681 x x x x 121.26556 x x x x x x x 178.81633 x x x x 124.28241 x x x x x 109.96295 x x x x x x x x 
182.41844 x x x x x 115.27091 63.03901 101.39774 150.09973 44.89363 83.26144 x x x x x x x 181.32438 x 69.06937 x 94.37444 109.22466 118.79355 39.04072 x 166.66811 x x 146.72903 72.65147 x 78.6567 183.98214 x x x 160.58623 99.0799 x x x x x x 71.1693 152.24313 x 49.90468 64.18916 x x x x x 84.45721 x x x x x x x x x x 116.88957 64.91569 x 19.15138 x x x x x 103.61968 89.05394 x 89.18966 x x x x x x x x x x 139.43872 x x x x 105.8072 144.71909 x x x x x x x x x x 43.145 x 140.15756 x x x 184.08703 x x x 135.73861 54.53405 x x x x x 173.39369 x x 105.28191 x 20.31374 125.58306 x x x 60.32634 27.07826 x x x x x x x x 148.83089 x x x 161.15445 x x x 146.70827 16.16 x 102.00865 x 35.44833 x x 36.21641 x x x x x x x x 74.87268 x 150.50608 x x 85.8857 x x x x x x x x 31.78722 x x 106.78645 92.46033 x x 142.38235 117.60945 x x 78.99355 x x x x 
127.73583 x 87.81259 x x x 20.38845 116.87189 145.70321 x x 35.98402 118.50749 127.92025 x 74.71532 35.49839 110.40348 111.44747 153.55489 120.50262 44.74975 x x x x 63.27849 129.79169 108.51908 130.85727 x 60.31892 x x x x x 102.71975 125.67818 x x 128.08041 x x x x x x 90.87935 53.48893 52.37602 x x 72.11511 x x x x 80.71466 x x x x x x x x 57.85273 x x 56.04123 87.34926 63.35467 x 89.82801 x x x x x 74.72996 102.72111 x x x x 70.44307 x x 102.97116 x x x x x x x x x x x x x 76.18829 x x x 94.86818 x x 46.42924 x x x x x x x x x x x x x 55.48171 x x x x x 121.48677 x x x 88.3822 x x 37.25097 x 135.86094 x x x x x x 166.92436 x x 133.40861 63.40615 x x x 114.92591 x x x x x x 107.74631 x x x x x x x x 65.69674 x x 77.65075 x 60.74849 x x x x x x x x x x 161.95801 x x x x x x x x x 45.90523 x x 101.01673 
x x x x 61.52875 x x 140.00474 157.16877 63.55985 112.95291 90.93337 x 117.0656 x x x 74.79661 163.54742 123.48677 143.15486 99.28722 x x x x 108.80692 x 67.72111 138.29904 x x 168.19697 x x 53.30262 x x 150.56306 x 57.1322 82.3393 143.21011 113.63914 x x x 92.95444 x x x x 89.50154 120.18171 x 181.20502 x 147.6296 33.41753 x 135.61166 x 145.585 87.69238 x x x 61.99409 x x x x x x 126.00322 x 81.60667 105.81251 136.04225 80.13155 x 126.22775 x 166.85604 x x x x x 157.30734 x x x x x x x x 175.11843 x 19.62272 x x x x x x x x x x x x x x x x 106.84371 x x x x x x x x x 75.85436 x 108.23207 x x x x x x 159.81673 x x x x x x 72.66293 103.61862 x x 36.51972 x x x 146.70827 x x x x x x x x x 140.86221 x x x x 62.79656 x x 78.14265 x x 127.5727 132.61148 x x x x x x x x x 126.89768 162.98135 x x x x x x x x x x x x x x x 
x x 74.05538 x x x x 75.21105 x 166.25766 x 92.42073 x 147.82243 82.62786 46.99121 x 176.75588 32.00024 x 77.0668 78.09009 160.80667 110.4986 x 129.06991 52.77702 x x x x x 66.1608 x 92.84919 x x x 72.68818 x 115.00157 x 112.80107 123.63591 26.94494 67.9761 x x 168.33716 x 62.70761 77.19929 x x x 106.03728 x x 172.30695 12.34857 61.27148 x 65.61398 73.84061 x x x 168.36775 133.04541 x x 35.274 x x x 102.45264 x x 90.25995 x 91.6939 x 198.43224 112.44639 219.28999 x 110.74881 x x x x 150.07395 143.64012 107.26379 81.16424 x x 156.23903 56.28261 x x 144.79583 x x x x x 195.574 37.82482 x x x x x x x x x 151.59943 x x x x x x x x x 112.12866 x x 137.51397 159.1208 80.02411 x x x x 64.12434 x x x x 131.81319 x x x x x 176.83116 x 16.16 114.92591 x x x x x x x x x x x x x 101.60849 x x x x x x 78.26169 x x x 120.68684 x x x x x x x x x x x x x x x x x x x x x x 
x x x 137.77934 x x 79.72274 87.17709 x x 53.51306 x 54.25875 x x x x x 42.12684 x x 30.79094 148.41738 91.33044 x x 21.42048 x 156.01283 x x x 56.35971 x 94.10081 151.53517 x x 90.68543 146.75773 x x x x 25.54349 74.24803 122.59141 34.19105 x 114.17437 22.90059 x x 11.96008 x 130.08358 x x 138.41008 54.14982 28.89684 39.04746 x 40.36924 x x 157.96921 x x 27.48666 51.50738 x x x 48.14862 101.49028 51.10005 x x x 52.95637 77.64877 x x x 140.55145 x x x 41.8013 x 102.96373 x x 38.76161 x 69.63138 x x x 138.54769 147.45151 44.56939 x x x 145.45153 x x x x x x x x x x x x 24.20227 x x x x x x x x x 83.61644 x x x x 140.17694 x x x x x 103.06506 50.85445 x x x x x x x x x x x x x x x x 68.16058 x x x x x x x 58.9319 x x x x x 158.47606 x x x 144.74936 x x x x x x x x x x x x x x x x x x x x 143.6393 x x 
x x x x x 235.14751 192.09848 56.24034 43.18902 x x 171.30666 x x 97.34005 107.69556 201.87914 x 139.30629 154.04111 x 159.3718 x x x 199.01132 x x x x x 188.31132 173.26418 x x x x 151.19767 47.84709 177.56202 136.72861 191.76756 x x 129.709 69.84186 141.31213 158.37152 168.67599 226.57241 x 61.1843 x x 98.95546 13.73873 99.27085 x 184.76948 94.97267 x x 168.82979 127.68 x 203.44087 172.09299 230.31774 135.91858 x 185.45293 100.58129 189.79394 156.5785 x x x x x x x x x x 185.2571 x x x x 159.84723 x x x 46.1607 x x x 216.5573 x x x x 152.4639 x x x 70.94048 211.43325 x x x x x x 248.64378 x 109.4553 128.80749 x x x x 54.96066 x x x x 174.21426 197.09111 85.51234 88.51188 x x x x x x x x 37.26108 x x x x x x x x x x 192.83393 102.00865 x x x x x 168.27589 x x x x x x x 154.08764 x x x x x 188.33518 x x x x x x x x x x x x x x x x x 148.92526 x x x x x x x x x x 
74.97155 x x x x x 67.08984 x 131.30813 46.033 91.23568 87.21971 143.67813 92.5336 74.99212 97.51201 x 58.9716 150.70803 x x 92.08956 x x x x 92.98849 x 55.77293 x x x x 89.65495 x x 78.45436 x x x 32.94659 x x x x 105.37889 x x x 83.1103 x 109.64589 76.81296 105.30418 x 155.69692 x x 29.71076 x 127.57849 147.88726 138.4177 x 27.59929 x 59.7501 81.2743 37.07775 90.15561 x 110.18296 115.95858 94.34491 x x 62.83773 x 133.53985 61.82786 x x x 141.04586 x x 49.57349 x 100.09477 x x x 44.61583 125.63456 x x x x 152.31465 50.36123 44.60371 119.91521 x x 12.66899 x 125.96049 x 144.02694 88.07427 x x x x x x x x x x x x x 99.86462 x 44.71819 151.59826 x 103.0123 x x 59.47347 x x x x 145.06328 x 83.44863 x 26.26709 x x 47.17333 80.87425 x x x x 87.03618 x x x x x x 168.27589 x 127.8373 x x x x 81.41681 64.55165 17.64398 54.18174 x x 64.08393 61.1736 71.68691 104.33407 127.82863 x 112.71354 x x x 22.81074 x x 112.22134 103.1552 148.68951 x x x 41.41345 20.2034 x x x 125.43888 x x x 74.5191 x x 
x x x x x x 132.59128 30.90283 67.16041 138.06836 x 106.63683 x x 54.24431 x x x 75.49708 x x 93.68049 122.94046 x x x 57.21498 x 154.72705 x x x x 145.58862 x x x 133.3045 x x 95.16088 x 68.23132 x 63.10621 28.03947 117.33991 93.67224 x x x x x 57.04695 x x 33.02399 118.71358 152.07922 x 93.4832 x x 68.42546 x x 154.40604 x x x x x 122.61211 155.95134 x x 70.07167 x x x x 33.61798 x 67.55791 184.09162 x 83.88497 x x x x x x 62.12354 x 168.48445 x x x x 169.48168 x x 157.5934 x x x x x x x 113.53737 x x x x x x x x 188.22688 x 85.8173 x x x x x x x x x x x x x x x 46.25014 x x x x x x x x 180.64508 x x x 35.44833 x x x 68.16058 x 127.8373 x x x x x x x x x x x x x 171.94952 x x x x x x x x x x x x x x x x x x x x x x x x x x x x 
183.51526 98.49715 76.87217 x x x 85.76223 93.09146 x 150.19719 x x x 149.26221 x 39.41428 x x 33.51012 x x 35.82048 157.67305 x 144.09416 87.02726 30.63235 x x 127.07318 x 132.78116 x 176.5008 x x x 150.69815 95.68311 156.37008 95.28559 x 127.39389 x x 80.71541 132.27039 40.38322 149.20359 x x 92.17434 x 19.38044 46.53743 x 42.98701 47.88222 x x 22.19993 30.01613 31.84752 50.06783 x x 167.66508 126.94698 118.15685 33.66289 52.03497 x x 185.67648 54.10899 109.41765 x x x 60.5977 x x x 135.14927 209.45195 x x 30.72823 x x 112.25512 108.2313 106.94382 125.55851 x 198.47502 75.44471 x 92.4696 x 146.87168 155.31391 52.91688 x x x x x x x x x x 43.89576 156.42605 147.12976 80.48137 x 129.0513 x 153.14999 x x x x 160.41119 x x x x x x 132.33134 x x x x x 57.04675 106.51746 x 59.21852 x x x x x x x 171.32023 x x x x x x x x x x 101.84978 x x x x x x x x 169.38354 x 183.69872 x 37.64667 x x x x x x x x x x 34.94534 x 132.00662 x 91.42733 x x x x x x x x x x x 
95.00904 x x x x x 47.71628 113.57875 134.94076 65.19509 x x x 104.55762 71.84228 x x x 134.98997 123.40435 x 73.39687 x x 159.76305 x 79.23533 98.78676 75.79684 x x 30.9374 x 107.24658 98.82515 75.41624 x 71.82484 123.80213 62.26325 x 95.2342 x 95.58843 117.64405 x 58.05875 66.87529 x 68.31454 x 108.0309 60.65893 x x x x x 48.46742 x x x x 57.97057 24.01819 x x 68.25827 x 71.96098 x x x x 96.70026 97.42084 x x x 50.48466 106.97642 x x 144.08801 127.36374 x x x x 130.38049 119.846 x x x x x x x x x x 129.39884 49.68507 x x 59.54291 x 66.00724 x 104.05906 x x x 130.50533 80.39654 x 59.32079 x x 68.68685 x x 141.06373 119.76229 x x x x x x 134.01886 x 31.51761 x 55.53379 x x x x 132.5384 36.80369 43.63101 37.17343 x x 57.40996 x 60.32852 x x x x x x x x x x x 101.84978 x x x x 47.01853 x x x x x x x x x x x x x x x x x x x x x x x x x x x x x 61.00331 x x x x x 
159.47644 29.75376 32.55352 128.77878 79.34243 172.82247 125.02948 26.88698 65.23691 129.2324 x 100.49791 x 101.01273 x 36.43764 140.35809 x 76.97115 151.44422 x x x x 75.1773 x 51.15239 x 145.91448 65.88681 134.11429 x x 138.03592 45.18742 x x x x x x x x 76.89449 x x x x x x x x x x 27.86759 65.73691 27.59509 116.65299 x 38.81277 91.08943 x x x 91.45038 x x x x 82.84902 x 29.13561 x x 18.58685 55.01951 61.43378 x 118.74862 63.4061 x 26.16327 x 67.03621 x 76.49175 x x x x 46.87663 x 132.74689 x x x 117.31428 x 34.65793 x x 96.25734 x 148.3938 x x x x x x x x x x x 93.91481 x x x x x x 83.36963 x 64.89966 x x x x x x 132.40542 x x 137.65925 x x x x x x x 146.80397 x x 130.03148 x 171.83304 x x x 36.21641 107.74631 140.86221 x x x x x x x x x x x 101.58968 x x x x x x 117.96513 x x x x 73.28615 x x x x x x x 55.84846 x x 77.81709 x x x x x x x x x x x 
x x x x x 22.40416 x 181.38499 x 106.74411 150.43443 104.85111 x x x 148.43991 x 116.34095 185.37548 x 184.74169 117.24702 x x 227.03627 x x 139.46367 x 183.29487 x x x 151.63786 x x x x x x 100.01637 115.96924 x x 170.76707 x x x x x x 175.86657 x x 154.31429 224.48797 158.72751 x 73.10125 x x 181.23368 159.23002 119.92352 x x x 37.68918 x 118.73812 117.00796 x x x 161.6476 x x 108.06216 x x x x x 211.14559 155.9168 240.64269 119.17645 128.934 x x x x x 195.7481 130.3415 159.96165 78.42605 40.86803 x 115.97889 x x x x x 123.47243 197.39416 x 176.38979 x x 141.23461 x x x x 127.16122 x 81.61019 123.50085 x x x 146.93484 x x 213.10694 x x x x x x x 88.3362 x x 81.58783 x x 97.67145 x x x x x x x x 150.60297 x x x x x x x x x x x x x x x x x x x x x x x x 179.14271 123.51373 181.6976 x x x x x x x x x x x x x x x x 192.50522 x x x x x 167.22803 
133.51045 x x x x 17.64919 69.40536 189.11733 210.7045 117.86362 x 106.30363 x x 147.40881 x x x 187.48457 x x 119.35562 x 133.42967 x x 142.76917 150.71181 x x 62.9523 65.3332 181.73662 162.83357 x x x x 199.06705 x 108.75541 x 197.22394 x 173.61791 x x 114.57528 x x x 183.70762 x x 160.01112 x 164.12438 x x x 152.29485 x x x x x 123.54105 33.30279 x 121.31821 x x 121.40068 164.40139 167.68115 x x 106.54976 141.50736 x x x x x 167.14377 x x 133.0726 98.07238 x x x 52.0805 x x x x x x x x 201.31273 x 71.71255 x x x 73.17936 178.25247 x x 140.73056 x x x x x x x 127.46116 x x x x x x 219.70842 x x x 200.93812 56.95513 x 158.82884 x x x 80.50844 x x x x x x x 108.38405 x x 155.00909 161.73776 x x x x x x x 81.41681 x x x x x x x x 93.83724 x x 129.50324 133.62919 x x x x x x 212.64537 x 58.69734 x 78.08684 x x x x x x x x x x x x x x x x x 166.83887 
x x 116.21983 x x x 13.56833 145.35344 173.35993 110.53197 x x x 150.61768 105.39963 102.16469 x 123.29756 131.65499 x 148.97582 x x 100.58671 196.19337 16.77069 89.7388 x 118.68306 x x x x x x x x 118.13309 154.21489 x x x x x x x 105.06252 x x x 78.32629 140.6127 x x x 191.27092 x 101.9784 86.19405 144.06342 x 127.34793 104.54872 x x 12.71443 x x x x x 114.43378 x 158.88283 x x 76.55821 55.25896 x x x 131.17009 x x x x x x 46.39109 x x 15.25662 21.12727 x x x x 16.69577 x x 61.03168 173.63358 x 77.80573 x x 177.34424 x x x x 86.86929 158.24636 x x x x x x 73.50874 55.18025 x x x x 84.83821 x 126.74631 x 119.9372 147.81898 5.26926 x x x 108.52881 x x x x x x x x x x x x x x x x x x x x x 64.55165 x x 47.01853 x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x 157.56658 x x x x x x 
x 118.17256 x x 22.74894 x x 100.04657 x x 73.95093 x x 87.78625 x 79.88541 53.29099 x 133.91244 x x x x x x x x 85.64053 x 101.05835 x 36.8195 145.12972 x 83.67972 x x x x x x x x x x 89.20471 x x x 85.1195 x x x 88.189 82.77717 141.92308 x x 46.24288 x x 131.25814 x 53.70446 x x 69.83229 x x x 97.21054 x x 99.25449 87.73702 x x 98.38058 121.06184 x 114.58506 x x 128.43806 x x x x x x x 77.84987 46.48796 113.05308 x x 63.68877 72.4116 x 53.85498 x x 53.14669 x 25.5142 x x 68.96103 x 88.62233 37.0256 115.03318 x x x x x x x x x x x x 36.69094 x x x 94.0692 x x 57.82863 x x x x x x x x x x x x x x x x x 89.41073 x x x x x x 154.08764 17.64398 x x x 101.58968 x x x x 41.0932 x 75.09103 x x x 101.84239 114.29569 x x x x x x 140.74919 x 120.29085 x x x x x x x x x x x x x x x 49.53282 x 
126.79168 117.22499 x x x 80.61151 34.11544 102.03967 x x 66.10177 x x x 63.21507 59.94196 x 107.90993 100.86023 148.16065 x 37.9613 x x x x 49.23484 x x 117.73347 x x x x 94.31659 x x x x x 44.422 x 120.93398 102.65667 x 88.40277 81.81181 31.42293 90.16537 68.49659 x x x x 66.56057 x 70.37128 89.4442 83.61972 x 73.86601 97.39471 x x x x 110.92266 73.01285 x 36.44386 x x 63.78027 138.7437 74.72672 x 33.19489 58.83559 x 30.98555 x 87.96328 x 139.47198 x 162.84635 x x x 94.96988 x x x x 60.45054 x x x x x x 137.10513 x x x x 139.36697 x 93.04988 125.19056 x x x x x x x x x x x 62.23356 142.35381 x 42.53957 x 127.56143 114.88476 x x x 39.82367 x x 88.83724 x x x 55.87887 120.96222 x x 71.08105 x 115.38317 x x 84.32281 x x x x x 62.79656 101.60849 58.9319 x 54.18174 x x x x x 93.83724 x 41.0932 x x x x x 124.79094 x x x x x x 7.58294 x x x 160.99256 x x 102.60903 x x x x x x x x x x x x x 95.83333 
